path,speaker_id,severity,type,condition,phraserecordings/1/phrase_-=01_take_1.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,This was easy for us.
recordings/1/phrase_-=01_take_2.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,This was easy for us.
recordings/1/phrase_-=01_take_3.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,This was easy for us.
recordings/1/phrase_-=02_take_1.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,Your goodness must have some edge to itâelse it is none.
recordings/1/phrase_-=02_take_2.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,Your goodness must have some edge to itâelse it is none.
recordings/1/phrase_-=02_take_3.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,Your goodness must have some edge to itâelse it is none.
recordings/1/phrase_-=03_take_1.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,Youngsters love corn candy as a treat.
recordings/1/phrase_-=03_take_2.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,Youngsters love corn candy as a treat.
recordings/1/phrase_-=03_take_3.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,Youngsters love corn candy as a treat.
recordings/1/phrase_-=04_take_1.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,Young people participate in athletic activities.
recordings/1/phrase_-=04_take_2.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,Young people participate in athletic activities.
recordings/1/phrase_-=04_take_3.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,Young people participate in athletic activities.
recordings/1/phrase_-=05_take_1.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,Young children should avoid exposure to contagious diseases.
recordings/1/phrase_-=05_take_2.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,Young children should avoid exposure to contagious diseases.
recordings/1/phrase_-=05_take_3.wav,1,<PyQt6.QtWidgets.QLineEdit object at 0x10dfda9d0>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaa60>,<PyQt6.QtWidgets.QLineEdit object at 0x10dfdaaf0>,Young children should avoid exposure to contagious diseases.
